director_name,imdb_score,movie_facebook_likes
Bruce Beresford,6.4,0
Nimród Antal,6.4,17000
Anand Tucker,6.4,13000
Sam Raimi,6.4,60000
Peter Segal,6.4,0
Andy Fickman,6.4,0
Kurt Hale,6.4,43
Stuart Baird,6.4,0
Sydney Pollack,6.4,0
Oliver Stone,6.4,0
Jonathan Kaplan,6.4,0
James Bobin,6.4,30000
Tommy Wirkola,6.4,23000
Luc Besson,6.4,83000
James Watkins,6.4,29000
Bruce Malmuth,6.4,0
Robert Wise,6.4,0
Frank Nissen,6.4,264
Sylvain White,6.4,0
Nicholas Stoller,6.4,21000
Ramaa Mosley,6.4,0
Robert Rodriguez,6.4,0
Burr Steers,6.4,0
Wayne Wang,6.4,1000
Walt Becker,6.4,0
Wes Ball,6.4,24000
Nicholas Stoller,6.4,12000
Daniel Myrick,6.4,0
Bille August,6.4,561
Wolfgang Petersen,6.4,0
John Moore,6.4,0
Peter Berg,6.4,0
Randall Wallace,6.4,0
Ti West,6.4,0
Frank Coraci,6.4,7000
Ricky Gervais,6.4,13000
Jamie Babbit,6.4,698
Wes Craven,6.4,0
Donald Petrie,6.4,0
John Milius,6.4,0
Gary Sinyor,6.4,109
Gareth Edwards,6.4,19000
Tony Scott,6.4,0
Jon Turteltaub,6.4,0
Mike Mitchell,6.4,0
Andrew Niccol,6.4,0
Scott Walker,6.4,11000
Patrick Stettner,6.4,29
Larry Charles,6.4,59000
James Ivory,6.4,638
Ken Kwapis,6.4,12000
Lucile Hadzihalilovic,6.4,257
David G. Evans,6.4,0
Mike Newell,6.4,0
Renny Harlin,6.4,2000
Joel Schumacher,6.4,0
Neil Marshall,6.4,0
Laurence Dunmore,6.4,0
Penny Marshall,6.4,0
Kevin Reynolds,6.4,399
Dennis Dugan,6.4,19000
Woody Allen,6.4,877
Mike Hodges,6.4,12000
Todd Graff,6.4,1000
Heidi Ewing,6.4,0
Andrew Fleming,6.4,1000
Jonathan Mostow,6.4,0
Edward Burns,6.4,413
Roland Emmerich,6.4,33000
Hsiao-Hsien Hou,6.4,0
Tony Scott,6.4,0
James McTeigue,6.4,35000
Peter Atencio,6.4,0
Luc Besson,6.4,0
Paul W.S. Anderson,6.4,0
John Turturro,6.3,0
Jean-Pierre Jeunet,6.3,0
Michael Dowse,6.3,0
Shawn Levy,6.3,0
John Laing,6.3,213
Don Taylor,6.3,819
Steve Carver,6.3,0
Richard Loncraine,6.3,0
P.J. Hogan,6.3,0
Robert Zemeckis,6.3,3000
John Glen,6.3,0
Joel Coen,6.3,0
Andrey Konchalovskiy,6.3,0
Carl Rinsch,6.3,35000
Oliver Stone,6.3,13000
Shana Feste,6.3,0
Gary Shore,6.3,37000
Edward Zwick,6.3,0
Mark Illsley,6.3,374
Steven R. Monroe,6.3,17000
Jon Cassar,6.3,0
Vera Farmiga,6.3,952
David Hunt,6.3,73
Xavier Gens,6.3,0
Daniel Schechter,6.3,209
Michael Apted,6.3,11000
Tommy O'Haver,6.3,0
Gregory Hoblit,6.3,997
Daniel Hsia,6.3,660
Brendan Malloy,6.3,0
Michael Winterbottom,6.3,0
Guy Hamilton,6.3,729
Fenton Bailey,6.3,0
Nanette Burstein,6.3,0
Brian Robbins,6.3,0
Rakesh Roshan,6.3,533
Frank Marshall,6.3,0
Francis Ford Coppola,6.3,0
Jay Roach,6.3,0
Josh Gordon,6.3,0
Curtis Hanson,6.3,0
Ron Shelton,6.3,1000
Jeremy Degruson,6.3,0
Lewis Gilbert,6.3,0
Ariel Vromen,6.3,0
Noah Baumbach,6.3,0
Woody Allen,6.3,18000
Simon West,6.3,885
David Bowers,6.3,0
Shawn Levy,6.3,22000
Les Mayfield,6.3,0
Rowan Joffe,6.3,11000
Andrew Jarecki,6.3,0
Miguel Sapochnik,6.3,12000
Troy Duffy,6.3,0
McG,6.3,18000
Russell Mulcahy,6.3,0
Miguel Arteta,6.3,0
Neill Dela Llana,6.3,74
Louis Leterrier,6.3,0
Patricia Cardoso,6.3,162
David Leland,6.3,75
Robert Altman,6.3,228
Frank Oz,6.3,0
Jesse Dylan,6.3,0
Gary Winick,6.3,132
Benjamin Roberds,6.3,16
John Woo,6.3,0
Michael Caton-Jones,6.3,0
Jon Cassar,6.3,0
David Frankel,6.3,0
Kevin Munroe,6.3,0
Léa Pool,6.3,392
Renny Harlin,6.3,2000
Paul Schrader,6.3,589
Tarsem Singh,6.3,0
Hilary Brougher,6.3,67
Brett Ratner,6.3,782
James Cox,6.3,912
Danny Perez,6.3,89
Peter Berg,6.3,0
Jun Falkenstein,6.3,347
Judd Apatow,6.3,25000
Thomas Bezucha,6.3,0
Stuart Gordon,6.3,661
Steve Oedekerk,6.3,0
Brian De Palma,6.3,675
Rania Attieh,6.3,142
John Erick Dowdle,6.3,16000
David Nixon,6.3,0
Roger Donaldson,6.3,0
Tim Burton,6.3,0
Jay Chandrasekhar,6.3,0
Carl Franklin,6.3,893
Kevin Allen,6.3,182
Alain Resnais,6.3,512
Barry Levinson,6.3,132
Jonathan Glazer,6.3,29000
Adam McKay,6.3,41000
Michael Bay,6.3,46000
Lena Dunham,6.3,0
Ronny Yu,6.3,0
Rachel Perkins,6.3,479
Olivier Megaton,6.3,63000
Julian Gilbey,6.3,0
Vincenzo Natali,6.3,688
Anton Corbijn,6.3,10000
Mark Griffiths,6.3,170
Michael Polish,6.3,862
Phyllida Lloyd,6.3,10000
Atom Egoyan,6.3,0
Sofia Coppola,6.3,0
Dick Richards,6.3,122
Robert Schwentke,6.3,27000
Oren Peli,6.3,12000
Oliver Parker,6.3,17000
Dave Green,6.3,12000
Kevin Brodie,6.3,157
Jay Duplass,6.3,0
Scott Hicks,6.3,0
John Hillcoat,6.3,0
Jon Wright,6.3,11000
Tim Story,6.3,770
Uwe Boll,6.3,0
Michael Lembeck,6.3,924
Neil LaBute,6.3,455
Robert Lee King,6.3,614
Shana Feste,6.3,0
Ben Wheatley,6.3,0
Caryn Waechter,6.3,523
Bryan Singer,6.3,22000
Gary Fleder,6.3,970
Steve Bendelack,6.3,0
Sngmoo Lee,6.3,0
Lasse Hallström,6.3,14000
Jan de Bont,6.3,0
Philip G. Atwell,6.3,0
Richard Montoya,6.3,358
Stephen Sommers,6.3,0
Alfred Hitchcock,6.3,414
Woody Allen,6.3,0
Antonio Banderas,6.3,391
Bradley Rust Gray,6.3,377
Stefan Ruzowitzky,6.3,0
Becky Smith,6.3,143
John Lasseter,6.3,10000
Kevin Reynolds,6.3,21000
Gary Hardwick,6.3,478
Sean Anders,6.3,12000
Gia Coppola,6.3,0
Pascal Chaumeil,6.3,853
Todd Strauss-Schulson,6.3,21000
Chris Wedge,6.3,0
Joe Dante,6.3,0
Joe Pytka,6.3,0
Michael Cohn,6.3,0
Lee Tamahori,6.3,0
Jonathan Mostow,6.3,0
Bruce Campbell,6.3,0
Clay Kaytis,6.3,14000
Richard Donner,6.3,0
Ira Sachs,6.3,314
Jean-François Richet,6.3,999
Harry Beaumont,6.3,167
Mathieu Amalric,6.3,389
Michael O. Sajbel,6.3,0
Joe Nussbaum,6.3,0
Ron Maxwell,6.3,953
Ulu Grosbard,6.3,579
James Mangold,6.3,11000
Jason Reitman,6.3,0
Wally Pfister,6.3,37000
Alan Parker,6.3,0
Dave Rodriguez,6.3,283
Woody Allen,6.3,652
Christopher Guest,6.3,650
James Dodson,6.2,0
Fred Walton,6.2,0
Richard Wallace,6.2,44
Rafa Lara,6.2,874
Costa-Gavras,6.2,697
Sammo Kam-Bo Hung,6.2,355
Mike Mitchell,6.2,0
Peter Cousens,6.2,998
Donald Petrie,6.2,0
Randall Rubin,6.2,138
Ivan Reitman,6.2,24000
Tim Story,6.2,0
John McTiernan,6.2,0
Paul Andrew Williams,6.2,639
Ron Howard,6.2,0
Robert Luketic,6.2,0
Jon M. Chu,6.2,16000
Michael Dougherty,6.2,27000
Trey Parker,6.2,0
Mike Judge,6.2,0
Ryan Murphy,6.2,0
Tim Hill,6.2,619
Thor Freudenthal,6.2,0
Stephen Frears,6.2,0
Andrés Muschietti,6.2,57000
Khalid Mohamed,6.2,92
John Waters,6.2,795
Steve Hickner,6.2,0
Jeff Garlin,6.2,0
Tim Burton,6.2,82000
Alexandre Aja,6.2,5000
Sam Raimi,6.2,0
John Turturro,6.2,74
Bill Condon,6.2,11000
Analeine Cal y Mayor,6.2,199
Ralph Fiennes,6.2,12000
Akiva Goldsman,6.2,17000
Mel Smith,6.2,117
George A. Romero,6.2,0
Kevin Smith,6.2,16000
John Fortenberry,6.2,0
Tony Jaa,6.2,0
Daniel Lee,6.2,314
Richard LaGravenese,6.2,14000
Brian Caunter,6.2,229
Phillip Noyce,6.2,0
Don Coscarelli,6.2,0
King Vidor,6.2,270
Michael Mayer,6.2,1000
David Frankel,6.2,11000
Kevin Smith,6.2,0
Shawn Levy,6.2,11000
Nicholas Stoller,6.2,11000
Clark Baker,6.2,14
Andrew Fleming,6.2,6000
Davis Guggenheim,6.2,313
Bryan Barber,6.2,489
Sam Raimi,6.2,0
Gregory Hoblit,6.2,0
Mike Nichols,6.2,0
Scott Derrickson,6.2,18000
Stephen Hopkins,6.2,0
Marc Forby,6.2,0
Andrew Dominik,6.2,20000
Mabel Cheung,6.2,4
Monte Hellman,6.2,37
Jay Roach,6.2,18000
Glen Morgan,6.2,0
Lance Kawas,6.2,54
Peter Cattaneo,6.2,30
Jay Roach,6.2,0
Judd Apatow,6.2,18000
Roger Allers,6.2,863
Conor McPherson,6.2,580
Joey Lauren Adams,6.2,224
Kenneth Branagh,6.2,17000
Alex Proyas,6.2,0
Robert Redford,6.2,0
Peter Webber,6.2,3000
Brett Ratner,6.2,0
Tony Gilroy,6.2,0
Rodman Flender,6.2,0
Iain Softley,6.2,12000
Taylor Hackford,6.2,17000
Mark Neveldine,6.2,0
Ethan Coen,6.2,0
Peter Cattaneo,6.2,0
Alan Yuen,6.2,332
Rob Bowman,6.2,0
David Dobkin,6.2,955
Allen Hughes,6.2,0
Jon M. Chu,6.2,0
Lance Hool,6.2,271
Richard Benjamin,6.2,491
Miguel Arteta,6.2,12000
Peter Hewitt,6.2,0
Michael Caton-Jones,6.2,416
Brian De Palma,6.2,559
Steven Zaillian,6.2,0
Steve Miner,6.2,0
David Mirkin,6.2,989
Frederik Du Chau,6.2,0
José Padilha,6.2,60000
Noah Buschel,6.2,195
Giuliano Montaldo,6.2,85
James David Pasternak,6.2,87
Richard Shepard,6.2,0
Noam Murro,6.2,71000
Gus Van Sant,6.2,0
Billy Ray,6.2,0
Lloyd Kaufman,6.2,0
Sanaa Hamri,6.2,894
Rob Bowman,6.2,0
Steve Oedekerk,6.2,0
Michael Herz,6.2,0
Irvin Kershner,6.2,0
McG,6.2,10000
Jerry Belson,6.2,323
Jonathan English,6.2,0
George Hickenlooper,6.2,0
Gurinder Chadha,6.2,0
Kevin Bray,6.2,0
Rohan Sippy,6.2,421
Darren Lynn Bousman,6.2,0
Grant Heslov,6.2,15000
Tom Seidman,6.2,0
Stephen Herek,6.2,0
Jonathan Kesselman,6.2,3000
Tony Maylam,6.2,0
Jon Amiel,6.2,0
Andy Fickman,6.2,0
Hugh Wilson,6.2,0
Barry Levinson,6.2,0
M. Night Shyamalan,6.2,27000
Garry Marshall,6.2,0
Jesse Dylan,6.2,0
Morgan J. Freeman,6.2,69
Collin Schiffli,6.2,679
Harold Becker,6.2,309
George Miller,6.2,0
Daryl Wein,6.2,324
David Anspaugh,6.2,445
Steven Spielberg,6.2,5000
Paul Bartel,6.2,0
Russ Meyer,6.2,0
Bob Clark,6.2,0
Tim Blake Nelson,6.2,0
Justin Lin,6.2,155
John Luessenhop,6.2,0
Stephen Sommers,6.2,391
Rupert Wainwright,6.2,0
Robert Schwentke,6.2,0
Brett Ratner,6.2,0
Alexander Witt,6.2,0
Norman Jewison,6.2,188
José Padilha,6.2,60000
Christian Alvart,6.2,0
David R. Ellis,6.2,0
Wes Craven,6.2,26000
Blake Edwards,6.2,104
Anne Fontaine,6.2,0
Mira Nair,6.2,767
Adam Rifkin,6.2,47
Bobby Farrelly,6.2,2000
Rodrigo Cortés,6.2,10000
Mira Nair,6.2,174
Robert D. Webb,6.2,365
Bobby Farrelly,6.2,0
Tim Blake Nelson,6.2,0
Donald Petrie,6.2,0
Ivan Engler,6.2,2000
Gary Fleder,6.2,892
Taylor Hackford,6.2,892
Vicente Amorim,6.2,921
Charles Shyer,6.2,0
Ted Post,6.1,0
Joe Dante,6.1,0
Peter Howitt,6.1,2000
Ron Howard,6.1,641
D.J. Caruso,6.1,27000
Tommy Wirkola,6.1,45000
Iain Softley,6.1,0
Tom Gormican,6.1,0
Michael Apted,6.1,352
Roland Suso Richter,6.1,458
Amanda Gusack,6.1,127
Bill Duke,6.1,738
John Erick Dowdle,6.1,14000
Michael Rymer,6.1,375
Peter Chelsom,6.1,0
Jason Eisener,6.1,37000
Tom Shadyac,6.1,0
Rusty Cundieff,6.1,985
Ridley Scott,6.1,51000
John Herzfeld,6.1,748
Seth MacFarlane,6.1,24000
Barbet Schroeder,6.1,0
Sean Anders,6.1,13000
Karim Aïnouz,6.1,278
Gore Verbinski,6.1,2000
Steven Soderbergh,6.1,54000
Wayne Wang,6.1,0
Christian Ditter,6.1,15000
Penny Marshall,6.1,680
Edward Burns,6.1,453
,6.1,325.0
Andy Tennant,6.1,0
F. Gary Gray,6.1,0
Nick Love,6.1,0
Eldar Rapaport,6.1,224
Stephen Herek,6.1,887
Warren Beatty,6.1,2000
Hitoshi Matsumoto,6.1,543
Adrian Lyne,6.1,0
Barbet Schroeder,6.1,0
Brad J. Silverman,6.1,0
Leon Ford,6.1,0
David Caffrey,6.1,480
Mark Brown,6.1,593
Kirk Wong,6.1,934
Panos Cosmatos,6.1,0
Preston A. Whitmore II,6.1,0
Gene Quintano,6.1,0
Steve Pink,6.1,0
Thomas Carter,6.1,0
Mark Waters,6.1,0
Bob Rafelson,6.1,145
Adam Shankman,6.1,0
Mimi Leder,6.1,0
Mick Jackson,6.1,0
Efram Potelle,6.1,150
Doug Liman,6.1,0
John Hamburg,6.1,157
Andy Fickman,6.1,0
Eric Nicholas,6.1,244
Andrzej Bartkowiak,6.1,0
Gabe Ibáñez,6.1,13000
Ryûhei Kitamura,6.1,0
Charlie Levi,6.1,3
Brett Ratner,6.1,666
Alan J. Pakula,6.1,979
Andrew Fleming,6.1,0
Jez Butterworth,6.1,618
Brian Koppelman,6.1,566
Kurt Voss,6.1,27
Jonas Åkerlund,6.1,0
Gary Winick,6.1,0
Luis Mandoki,6.1,0
Kerry Conran,6.1,0
Jonathan Wacks,6.1,266
J. Lee Thompson,6.1,794
Tom Hanks,6.1,0
George Clooney,6.1,34000
Takashi Yamazaki,6.1,0
Antoine Fuqua,6.1,629
Adam Carolla,6.1,212
Zack Snyder,6.1,42000
Andy Cadiff,6.1,0
John Moore,6.1,1000
Peter Howitt,6.1,0
Tarsem Singh,6.1,30000
Harold Becker,6.1,0
Steve Miner,6.1,0
Ruben Fleischer,6.1,0
Paul Schrader,6.1,0
Michael Winterbottom,6.1,0
David Gordon Green,6.1,0
Agustín Díaz Yanes,6.1,0
Timur Bekmambetov,6.1,0
Patrick Hughes,6.1,56000
James DeMonaco,6.1,0
Dean Parisot,6.1,2000
Lee Tamahori,6.1,0
David Palmer,6.1,0
Kirk Jones,6.1,19000
Joshua Michael Stern,6.1,1000
Michael Bay,6.1,0
Josh Gordon,6.1,0
Paul Schrader,6.1,0
Chris Miller,6.1,0
Jon Turteltaub,6.1,11000
Rupert Sanders,6.1,53000
Kevin Reynolds,6.1,0
Neil LaBute,6.1,0
William Eubank,6.1,10000
Jonathan Glazer,6.1,0
John Schlesinger,6.1,613
Damon Santostefano,6.1,311
John Waters,6.1,0
Chris Weitz,6.1,0
Walter Hill,6.1,977
James Mather,6.1,10000
Tadeo Garcia,6.1,22
Bryan Singer,6.1,0
John Carpenter,6.1,0
Barry Sonnenfeld,6.1,2000
Ridley Scott,6.1,51000
Amy Holden Jones,6.1,7
John Boorman,6.1,813
Clare Kilner,6.1,0
Joe Camp,6.1,816
Chuck Russell,6.1,0
Tobe Hooper,6.1,0
Joe Swanberg,6.1,0
Howard Zieff,6.1,855
Timur Bekmambetov,6.1,0
Alex Smith,6.1,183
Ben Stassen,6.1,0
Walter Salles,6.1,27000
Wes Craven,6.1,0
Brad Peyton,6.1,52000
Cedric Nicolas-Troyan,6.1,16000
Tom Vaughan,6.1,0
Paul Fox,6.1,166
Franck Khalfoun,6.1,0
Lana Wachowski,6.1,0
Frank Coraci,6.1,0
John Woo,6.1,0
Tony Goldwyn,6.1,0
Wayne Wang,6.1,638
Andy Cadiff,6.1,0
Allison Anders,6.1,93
Stig Bergqvist,6.1,181
Joel Anderson,6.1,0
Jon Favreau,6.1,0
Jon Avnet,6.1,829
John Francis Daley,6.1,28000
Steven Soderbergh,6.1,559
Rob Schmidt,6.1,0
Jon Turteltaub,6.1,0
Marcus Dunstan,6.1,14000
Max Joseph,6.1,0
Daniel Lee,6.1,0
Marc Lawrence,6.1,0
Álex de la Iglesia,6.1,0
Stefan Ruzowitzky,6.1,560
Todd Phillips,6.1,0
Steve Carr,6.1,0
Colin Minihan,6.1,0
Sam Fell,6.1,0
Jared Hess,6.1,0
Griffin Dunne,6.1,0
Clark Johnson,6.1,690
Susanna White,6.1,0
Jorge Blanco,6.1,0
Scott Mann,6.1,0
Harold Becker,6.1,0
Dario Argento,6.1,375
Eric Lavaine,6.1,348
Scott Mann,6.1,0
Leigh Whannell,6.1,29000
Kevin Spacey,6.1,225
Anne Fletcher,6.1,0
Victor Salva,6.1,0
Marc Schölermann,6.0,3000
Mark L. Lester,6.0,0
Juraj Jakubisko,6.0,0
Darrell Roodt,6.0,705
Etan Cohen,6.0,14000
Bob Odenkirk,6.0,931
Allison Burnett,6.0,884
Dan Mazer,6.0,11000
John Lee Hancock,6.0,701
Rupert Wyatt,6.0,0
Rob Marshall,6.0,90000
Tim Fywell,6.0,901
Nicholas Hytner,6.0,849
Jon Knautz,6.0,870
Brett Ratner,6.0,21000
Florian Henckel von Donnersmarck,6.0,25000
Kurt Hale,6.0,44
Harald Zwart,6.0,44000
Eric Schaeffer,6.0,139
Rupert Wyatt,6.0,0
Mike Newell,6.0,783
Justin Lin,6.0,0
Betty Thomas,6.0,0
Alan Cohn,6.0,645
James Foley,6.0,328
André Téchiné,6.0,120
John Woo,6.0,0
Ivan Reitman,6.0,0
Kasi Lemmons,6.0,329
Takao Okawara,6.0,339
Michael Cristofer,6.0,3000
John McTiernan,6.0,694
Mira Nair,6.0,0
Oliver Stone,6.0,0
Pou-Soi Cheang,6.0,426
Florian Henckel von Donnersmarck,6.0,25000
Brian De Palma,6.0,541
Barry Levinson,6.0,0
Craig Mazin,6.0,210
John A. Davis,6.0,425
Michael Pressman,6.0,0
Neil Marshall,6.0,0
Nick Cassavetes,6.0,16000
Mikael Håfström,6.0,23000
Ivan Reitman,6.0,0
Paul McGuigan,6.0,11000
Sam Levinson,6.0,798
Bruce Paltrow,6.0,573
Jay Duplass,6.0,443
Tyler Perry,6.0,0
Jim Sheridan,6.0,0
Tony Scott,6.0,0
Andrew Douglas,6.0,0
Anurag Basu,6.0,0
Frank Sebastiano,6.0,323
Jean-Marie Poiré,6.0,136
Jem Cohen,6.0,5
Karan Johar,6.0,659
Michael Bay,6.0,0
Neil Jordan,6.0,855
Kinka Usher,6.0,0
Jon Avnet,6.0,0
Michael McCullers,6.0,0
Mark Mylod,6.0,0
Harald Reinl,6.0,200
Harold Ramis,6.0,0
Ben Stiller,6.0,0
Peter Yates,6.0,0
Julian Gilbey,6.0,1000
Les Mayfield,6.0,433
Serdar Akar,6.0,467
Brad Silberling,6.0,0
Garry Marshall,6.0,718
Paul Gross,6.0,0
Spike Lee,6.0,0
John Woo,6.0,0
Stephen Sommers,6.0,0
Cassandra Nicolaou,6.0,12
Lexi Alexander,6.0,0
Ron Howard,6.0,0
Breck Eisner,6.0,0
Chris Robinson,6.0,874
Harold Ramis,6.0,0
Tony Richardson,6.0,345
Nicholas Stoller,6.0,0
Beto Gómez,6.0,0
Simon Wincer,6.0,0
Matt Dillon,6.0,204
Paul McGuigan,6.0,11000
Russell Mulcahy,6.0,0
Jamie Travis,6.0,0
Kevin Greutert,6.0,0
David Boyd,6.0,0
Craig Bolotin,6.0,251
Luc Besson,6.0,941
Sidney Lumet,6.0,88
Stephen Milburn Anderson,6.0,694
George Clooney,6.0,472
Mark L. Lester,6.0,0
Callie Khouri,6.0,0
Malcolm D. Lee,6.0,997
Steve Taylor,6.0,0
William Friedkin,6.0,0
Ira Sachs,6.0,216
John Lee Hancock,6.0,701
Breck Eisner,6.0,21000
Paul McGuigan,6.0,11000
Aaron Hann,6.0,0
David Pastor,6.0,0
Jennifer Flackett,6.0,0
Paul W.S. Anderson,6.0,0
Rob Zombie,6.0,0
Li Zhang,6.0,0
Dennis Dugan,6.0,12000
Michael Gornick,6.0,1000
John Erick Dowdle,6.0,0
Bibo Bergeron,6.0,0
Richard Raymond,6.0,0
Barry Levinson,6.0,0
Mark Waters,6.0,14000
William Brent Bell,6.0,20000
Richard Linklater,6.0,315
Timur Bekmambetov,6.0,0
Sergey Bodrov,6.0,265
Brett Ratner,6.0,21000
Jamie Thraves,6.0,443
Clark Johnson,6.0,0
Olivier Megaton,6.0,38000
Richard Rich,6.0,41
Kevin Costner,6.0,0
Paul Tibbitt,6.0,16000
Darren Lynn Bousman,5.9,0
Paul Weitz,5.9,0
Donald Petrie,5.9,0
Harold Ramis,5.9,846
Jay Roach,5.9,0
Rob Reiner,5.9,0
Brian Yuzna,5.9,810
John Madden,5.9,0
Jonathan Liebesman,5.9,0
Richard LaGravenese,5.9,0
John Carpenter,5.9,630
Howard Deutch,5.9,0
Agnieszka Wojtowicz-Vosloo,5.9,7000
Mennan Yapo,5.9,0
Peter DeLuise,5.9,224
Matty Rich,5.9,123
Wayne Beach,5.9,191
Kate Connor,5.9,348
Beeban Kidron,5.9,0
Rob Minkoff,5.9,0
Bronwen Hughes,5.9,833
Anthony Hemingway,5.9,0
Barbet Schroeder,5.9,555
Julio DePietro,5.9,1000
Jerry Zucker,5.9,0
Kevin Rodney Sullivan,5.9,919
Todd Phillips,5.9,484
Dan Cutforth,5.9,0
Dennie Gordon,5.9,0
Jonathan Liebesman,5.9,62000
Andrew Niccol,5.9,43000
Alister Grierson,5.9,11000
Alex Rivera,5.9,0
George Miller,5.9,0
John A. Davis,5.9,593
Tom McLoughlin,5.9,0
Dwight H. Little,5.9,0
Chris D'Arienzo,5.9,480
Peter Berg,5.9,44000
Jimmy Hayward,5.9,0
Shawn Levy,5.9,2000
Jon Avnet,5.9,0
Eli Roth,5.9,0
Kimberly Peirce,5.9,39000
Francesca Gregorini,5.9,448
Gary Nelson,5.9,4000
Luke Greenfield,5.9,13000
Joseph Zito,5.9,0
Mark Rosman,5.9,0
James Wong,5.9,0
Mamoru Hosoda,5.9,207
Roger Vadim,5.9,0
Patrick Read Johnson,5.9,0
Tom Kalin,5.9,0
Kimberly Peirce,5.9,39000
Martha Coolidge,5.9,0
Mike Marvin,5.9,0
Chris Carter,5.9,0
Frank Oz,5.9,0
Andrew Fleming,5.9,590
Dennis Dugan,5.9,739
Adrian Lyne,5.9,0
Forest Whitaker,5.9,0
Stuart Gordon,5.9,1000
Babak Najafi,5.9,28000
John Herzfeld,5.9,0
Brian De Palma,5.9,880
Steven Brill,5.9,0
Gary David Goldberg,5.9,0
Clint Eastwood,5.9,0
John Hamburg,5.9,0
Brian Robbins,5.9,0
Leonard Nimoy,5.9,3000
Peyton Reed,5.9,0
Mimi Leder,5.9,0
Sean McNamara,5.9,1000
Roger Spottiswoode,5.9,0
David S. Goyer,5.9,0
Shari Springer Berman,5.9,916
Jon Lucas,5.9,11000
Curtis Hanson,5.9,672
Jonathan Demme,5.9,853
Paul Mazursky,5.9,69
Bobby Farrelly,5.9,0
Jake Paltrow,5.9,445
Tim Story,5.9,0
Leon Ichaso,5.9,331
Bobby Farrelly,5.9,10000
Timur Bekmambetov,5.9,98000
Mario Van Peebles,5.9,279
Risa Bramon Garcia,5.9,0
Demian Lichtenstein,5.9,0
,5.9,57.0
John Singleton,5.9,0
Patrick Stettner,5.9,576
Maryam Keshavarz,5.9,0
Walt Becker,5.9,0
Ole Bornedal,5.9,17000
Renny Harlin,5.9,314
Cal Brunker,5.9,0
E. Elias Merhige,5.9,817
Robert Ben Garant,5.9,441
Jeff Burr,5.9,241
Tuck Tucker,5.9,227
Ed Decter,5.9,1000
Peter Howitt,5.9,702
Steven Quale,5.9,20000
Steven Spielberg,5.9,2000
Nicole Holofcener,5.9,515
Terry Gilliam,5.9,0
Don Scardino,5.9,13000
John Singleton,5.9,0
Sam Miller,5.9,108
Jeff Wadlow,5.9,816
Jonathan Liebesman,5.9,62000
Martin Campbell,5.9,951
Simon Wells,5.9,3000
Davis Guggenheim,5.9,853
Adam Shankman,5.9,33000
Ivan Reitman,5.9,263
Takashi Shimizu,5.9,4000
Benny Boom,5.9,545
John Polson,5.9,0
Thor Freudenthal,5.9,28000
Irwin Winkler,5.9,0
Craig R. Baxley,5.9,0
Tony Scott,5.9,0
Ole Bornedal,5.9,17000
Martin Campbell,5.9,0
Michael Landon Jr.,5.9,285
Igor Kovalyov,5.9,418
Paul W.S. Anderson,5.9,19000
Michael Ritchie,5.9,0
Jake Goldberger,5.9,275
Garry Marshall,5.9,681
John 'Bud' Cardos,5.9,0
Carter Smith,5.9,0
Jon Gunn,5.9,13000
Olatunde Osunsanmi,5.9,15000
Oliver Hirschbiegel,5.9,0
Chris Columbus,5.9,9000
John Singleton,5.9,0
Joe Johnston,5.9,0
Roland Joffé,5.9,2000
Roger Donaldson,5.8,0
Mike Flanagan,5.8,3000
Rob Cohen,5.8,10000
Roland Emmerich,5.8,13000
Kent Alterman,5.8,0
George Miller,5.8,964
Paul W.S. Anderson,5.8,19000
Steven Brill,5.8,0
Ernie Barbarash,5.8,0
Michel Gondry,5.8,14000
Steven Quale,5.8,15000
John Sayles,5.8,594
Stephen Sommers,5.8,0
Robert Schwentke,5.8,12000
Mark Dindal,5.8,912
Rob Cohen,5.8,0
Frank Coraci,5.8,0
Jonathan Liebesman,5.8,25000
Jason Stone,5.8,0
Tom DiCillo,5.8,344
Stephen Kay,5.8,161
Darren Aronofsky,5.8,71000
Quentin Dupieux,5.8,46000
Rob Marshall,5.8,0
Daston Kalili,5.8,0
Pascal Arnold,5.8,104
Brad Peyton,5.8,0
Stephen Norrington,5.8,0
Maggie Carey,5.8,0
Renny Harlin,5.8,0
John Stockwell,5.8,0
Joe Wright,5.8,24000
Mary Pat Kelly,5.8,141
Richard Loncraine,5.8,773
Joe Johnston,5.8,0
Tony Scott,5.8,0
Xavier Gens,5.8,0
Mikael Salomon,5.8,815
Ari Kirschenbaum,5.8,7
Jonathan Liebesman,5.8,19000
David Cross,5.8,903
Mark Neveldine,5.8,0
Jon M. Chu,5.8,42000
Hue Rhodes,5.8,407
Jason Stone,5.8,0
Ridley Scott,5.8,2000
Peyton Reed,5.8,0
Michael Jai White,5.8,6000
Harmage Singh Kalirai,5.8,172
Bobby Farrelly,5.8,0
Louis Leterrier,5.8,15000
Jeff Franklin,5.8,309
Joe Wright,5.8,24000
Jamaa Fanaka,5.8,157
John Murlowski,5.8,190
Joe Wright,5.8,24000
Perry Lang,5.8,176
Peter Hewitt,5.8,0
Anthony Silverston,5.8,0
Jody Hill,5.8,0
Callie Khouri,5.8,687
Rod Lurie,5.8,7000
Peter Lepeniotis,5.8,0
Anne Fletcher,5.8,0
Billy Bob Thornton,5.8,652
John Duigan,5.8,284
Henry Joost,5.8,24000
Colin Higgins,5.8,0
Kelly Makin,5.8,445
Jackie Earle Haley,5.8,0
